test_id,rating
0,2.118877131364437
1,1.313691505793628
2,2.109760420374945
3,1.03996987085125
4,3.4141689662669994
5,3.7105806125521577
6,2.139999946125468
7,1
8,2.05672935090034
9,1
10,1.5074675919842897
11,3.0064375169193447
12,3.2860446518877957
13,3.3344358561236254
14,1.4993602013335545
15,1.993247824458854
16,1.4735234496957732
17,1
18,1
19,1
20,1.5117488351039852
21,1.5548074214203926
22,2.739270721503271
23,1
24,1
25,2.044203608799392
26,1.162000638362138
27,1.2354748903852055
28,1
29,1.633435035997722
30,1
31,1
32,1
33,1
34,2.1275680437611717
35,1.0595499546839573
36,1
37,1
38,1
39,1
40,1
41,1
42,2.939246982051321
43,1.3484173079525814
44,1
45,1.5724239595488054
46,2.018599708993716
47,1
48,1
49,1
50,1.381632642913261
51,1
52,3.655166921940615
53,1.8605363116140161
54,1.101266169266865
55,2.8118590200031552
56,3.895013029896406
57,3.0501620595087227
58,2.0250085844226877
59,2.3431113308849705
60,4.015709939902512
61,1
62,1
63,1
64,1
65,2.098349418532437
66,1.2680500909973298
67,1
68,1.8808193801828215
69,1
70,2.2799257454050115
71,1
72,3.351027244890532
73,2.0739481242173294
74,1.1845080974134725
75,1.6170819758187729
76,1
77,1
78,1
79,1
80,2.793419327628089
81,3.0225334348192385
82,3.01548098397415
83,1
84,1
85,1
86,1.6343793998610052
87,1.0547614032806338
88,1
89,1
90,1.7628093058501677
91,1
92,1
93,1.513418452264756
94,1.0597419482587442
95,1.1896883555804667
96,1.7987877072228535
97,2.228847193900092
98,3.5561456187198077
99,1
100,1
101,1.1330695520715308
102,1.1890541976046378
103,3.860551556770803
104,1.5324454131968794
105,1
106,1.9994844316345513
107,3.881262224303203
108,2.3816297092401637
109,1
110,2.1943489729314503
111,1.1872178248676333
112,2.971150694353584
113,1
114,1.1959202343633626
115,1
116,2.098189057591117
117,1.615509067674739
118,1
119,1.5531068993206143
120,3.8571130664931084
121,2.9431111509151475
122,3.1801457819955994
123,1.8682393855154775
124,1
125,2.8909360183634076
126,1.0271516297402126
127,1.7306440720963145
128,3.0589995310568074
129,4.162914994435968
130,2.099814164195025
131,1.7346185686779212
132,2.9181329279087174
133,2.6028855771439208
134,1
135,1
136,4.157688773373437
137,1
138,1.2104537689368884
139,1
140,1
141,2.452994905965168
142,2.5355214390151355
143,2.3950303637901604
144,1
145,1
146,2.0566705798557243
147,2.001205338498026
148,2.0062101082168526
149,1
150,1
151,3.0473865101931024
152,1.2198805695355732
153,1
154,1
155,3.778310524650358
156,1.6108074270319073
157,1.3010378184640468
158,1.9786298783069265
159,3.0592626148573228
160,2.5006545292884694
161,1.1956863265392472
162,1.1012622310226654
163,1.100450495311624
164,1
165,2.2491863902593208
166,3.0038782198093683
167,3.683238865242353
168,1
169,1.9007079128946884
170,3.0795852472810186
171,1
172,1
173,1
174,1
175,3.213522873279723
176,2.103123504514361
177,1
178,1
179,3.5090986788500103
180,2.7198604869462204
181,2.576436813634513
182,3.016670801029278
183,1
184,1.9552882976822872
185,1
186,1
187,4.091012602825651
188,1
189,1.0141268884377097
190,1
191,1
192,2.1488906506779317
193,1.5173324108667352
194,2.7751337988352427
195,3.408554186337067
196,1
197,1.0204743617411391
198,2.1396478237968077
199,3.1583603371511666
200,1
201,1.3185072651352021
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,3.362408203551851
210,1.8367377612843643
211,2.797905555239109
212,1
213,1
214,1
215,1
216,1
217,1.3737056511240637
218,3.3695337162702064
219,2.042873482732822
220,1
221,1.7490426561973451
222,1.0614517154175682
223,1
224,1
225,1
226,1
227,2.478289867489764
228,1.6811570925897872
229,2.3513417284280163
230,2.1623299353986702
231,2.300455825047534
232,1
233,1.2980443514842779
234,4.440388363330952
235,1
236,1.865198501960931
237,4.047769735841472
238,3.362774032971247
239,4.334240566186169
240,1.824393825911808
241,3.2993996942381556
242,1
243,1.4238214592712826
244,1.6511361744474455
245,2.6457880777154252
246,3.4375364423236823
247,1.7845208312512195
248,3.0480341575326326
249,1.1160400098808023
250,1
251,1.1956533098422173
252,1.1248445335640707
253,2.034849357180401
254,1.9780749059795029
255,1.0008461934134036
256,3.5797249057122857
257,1.9136739235994003
258,1.3597403387349056
259,1.407721178554318
260,4.4183577178411735
261,3.5095724200261196
262,1
263,2.454405823956976
264,2.367701745128479
265,1.5138886019297653
266,4.068006130685552
267,1
268,2.168821377386557
269,1.755927355228903
270,1
271,1
272,2.0670464940197304
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1.5454583549894167
286,1.7376756274896499
287,2.706978525667929
288,1.0149750608912602
289,2.942007779132243
290,1.0258821404377423
291,1
292,1.286320510722354
293,1
294,3.7091253848921353
295,1
296,3.1817851196014626
297,1.7151159735336234
298,1
299,1.6949069037597453
300,2.1084685442637654
301,1
302,1
303,1
304,1.1038100185732054
305,1.4135311712491194
306,1
307,2.0232937934113466
308,1
309,1
310,1.1153209702852809
311,2.0872559571513722
312,2.114589616174879
313,1
314,1
315,1
316,2.1508775015959545
317,1
318,3.110309610506741
319,3.3155228310036353
320,4.588981813190318
321,1
322,3.090077713320409
323,3.5673882966710897
324,4.518548101759663
325,1.2538967910119152
326,2.0529066923028183
327,1
328,1
329,1
330,2.605073113989736
331,2.8880876910953237
332,1
333,1
334,1
335,1
336,1
337,1.3530513150513843
338,2.9821967205019977
339,1
340,1.8654576292415825
341,1.8389398992253938
342,2.7524578273385925
343,1
344,2.4171228955016355
345,1
346,2.1437286894036394
347,1.3642256950380238
348,1
349,2.157473109736911
350,1.4629504189640583
351,2.106700349891642
352,1
353,1.2586526668962124
354,1.5473990327210838
355,2.279683703887848
356,1
357,3.2622989665394275
358,1.810594712756267
359,2.78295557896398
360,4.023093339463104
361,1
362,2.8301033574692456
363,4.516721956325443
364,2.919384501619253
365,4.509234672762622
366,2.580535997663781
367,1
368,4.208697521512815
369,1
370,1.2101812509278516
371,2.6766245601283476
372,3.325375777990585
373,1
374,1
