test_id,rating
0,3.6543684425463807
1,3.3480746366650393
2,3.3699953861460936
3,3.261732562046592
4,4.455519071412468
5,4.761715423375483
6,2.624850115596793
7,4.36849106099515
8,4.22809664263141
9,4.059729369190964
10,3.7164357577785854
11,4.786809579657725
12,5
13,4.636362905881522
14,4.861506143380346
15,4.351795620516388
16,4.7533917473750975
17,2.860444115797803
18,2.5584969074908814
19,3.1591556166672317
20,4.577361995844745
21,4.152054515150989
22,4.100423848579903
23,4.334625736629913
24,3.509363058158868
25,5
26,4.437240423328244
27,4.500092289411012
28,4.385445101278643
29,4.485928334550819
30,3.926244738349947
31,4.2833723844920835
32,4.125400178194603
33,4.273968125847921
34,4.223607653330886
35,4.084556501253425
36,4.820381073101841
37,4.934804123752845
38,4.693160821730647
39,5
40,4.840953651755473
41,3.4219407151100674
42,3.8885546761515166
43,3.620835576353637
44,4.046183500463153
45,3.945366703419073
46,4.128204071068033
47,3.6741233797757387
48,3.9801508569811768
49,3.534102691357473
50,3.83750695788524
51,3.97974573884681
52,3.057092213389086
53,3.747966749509285
54,2.7651507547166267
55,3.182413089521514
56,3.521423121287497
57,3.4520041727012236
58,3.2464509678900466
59,2.8905571845871867
60,2.6014049596352304
61,2.890797614087942
62,2.9882363829413308
63,2.7733342150645237
64,2.798868079356965
65,3.366417107170852
66,3.3455102536171246
67,2.610584425070143
68,2.9534115889125556
69,2.9884139953502076
70,2.8707840547716903
71,3.2021759067780047
72,2.9128077280525067
73,2.456416878315899
74,2.178327119303786
75,2.597019736722009
76,2.713505454573393
77,3.91489855268538
78,3.9499335239592965
79,3.85611718801956
80,4.070377162559381
81,4.280769419185089
82,3.956359964573419
83,4.616896121051333
84,3.756221619087935
85,4.064746283354794
86,3.9999132394984684
87,4.447988610605406
88,3.6794002756879465
89,3.4684699455701997
90,3.746719763152932
91,3.3399698922846826
92,2.6007182511046394
93,4.037502032346862
94,3.8499742565410537
95,3.7445377150686117
96,3.4075384951299683
97,4.20714750716801
98,4.180488992222384
99,3.913673979493221
100,3.6339426067688816
101,4.156024750512932
102,4.238430660586863
103,4.333608396391318
104,4.193707030992298
105,3.944296424308175
106,3.4732658480750174
107,4.115642578078712
108,4.032136822367373
109,3.535545805118616
110,3.827236243534159
111,4.002299446023851
112,3.957586463984807
113,3.680454668131753
114,4.38442840824791
115,4.458352782419937
116,4.122999035422061
117,4.5675400855573285
118,4.222963192677476
119,4.116799846077056
120,3.951911466880521
121,3.6699408620833505
122,3.9481714405567985
123,3.408377575220536
124,3.2880234181395824
125,3.388530859488428
126,2.8432955789851406
127,3.8904851302337695
128,3.503245903274929
129,3.7849106543504623
130,3.313536685225945
131,3.908329895874651
132,4.170162423473842
133,2.7191987478256197
134,4.555404220529735
135,3.6951388968359664
136,4.4998895724455235
137,4.458338823239254
138,4.4446986003024955
139,3.5650455491973885
140,3.8629696238216704
141,2.7251950974737618
142,2.833905736611081
143,2.848060404738894
144,3.382513894793665
145,3.4542428964009804
146,2.740493085802846
147,2.8696623888197954
148,3.445687261827117
149,4.822359465683032
150,4.8462835511250395
151,4.885872546792347
152,4.382490317088667
153,4.555972115888945
154,4.895896799808734
155,4.3857876850505
156,3.6787621355478053
157,4.543439394794084
158,4.409703698289963
159,3.8126527052598655
160,4.3110188701045775
161,4.308328683905155
162,4.285811560018739
163,3.971996090439728
164,4.108704296784509
165,3.801664370753885
166,4.857787069717652
167,4.3777548872607115
168,3.520218065850603
169,4.472768977893601
170,4.224297583503469
171,3.7216760690394954
172,4.082489827486131
173,4.255824501399708
174,4.089379395711523
175,4.843398843176628
176,4.200664221103356
177,4.21509249037854
178,3.970005457961231
179,5
180,4.769780177433826
181,4.63199153378752
182,4.534572923415958
183,4.176761714385957
184,3.6997827035213167
185,3.770757951238069
186,3.7970408036943843
187,4.766950027066158
188,4.2487152700117745
189,3.4457964356582997
190,4.16081813822617
191,4.237085735341437
192,3.850311046148206
193,4.189324353759589
194,3.6942558302713953
195,3.8791666443789197
196,3.780970759031379
197,3.8074703343968856
198,3.662278415643099
199,3.477637555329627
200,3.812449582464344
201,4.338054801756471
202,1.8193758395449322
203,3.5604348418794998
204,3.9117611824003444
205,3.6890811664840366
206,3.446365261453509
207,3.694269679137425
208,4.493943163793104
209,4.772100891289716
210,4.8474038304695135
211,4.176650570162435
212,3.9369873503660684
213,3.8874778125840184
214,4.1372512995234265
215,3.3690520194554385
216,2.678095479603266
217,5
218,4.206552878646475
