test_id,rating
0,3.43522260252
1,3.73522260252
2,3.68604357903
3,3.5497431539
4,5
5,5
6,2.22530157396
7,5
8,4.09582866312
9,2.92916199645
10,3.16919389438
11,5
12,5
13,5
14,4.58467315197
15,4.59606916336
16,5
17,1
18,1.2893865392
19,1
20,5
21,4.26115843139
22,4.37436988934
23,4.9822018834
24,3.78760926626
25,5
26,5
27,4.7409748149
28,5
29,5
30,1.76127165084
31,5
32,4.59530157396
33,5
34,4.25133551487
35,3.86855593585
36,5
37,5
38,4.03522260252
39,5
40,5
41,3.27011560735
42,4.84010946856
43,3.46868089714
44,5
45,4.16872753334
46,4.97229896191
47,2.54372753334
48,4.0076319907
49,3.32195090079
50,4.1107952979
51,5
52,3.28255568024
53,3.52433722849
54,4.43751704817
55,3.29245317052
56,3.36944592415
57,3.3566206151
58,3.4566206151
59,3.34748646469
60,2.68751704817
61,2.2541924824
62,1
63,2.03990676811
64,1
65,4.43751704817
66,3.52123163843
67,2.30694592415
68,3.30694592415
69,4.03990676811
70,2.50301109381
71,4.03990676811
72,3.23990676811
73,3.07617669338
74,2.8625014797
75,2.30694592415
76,1
77,4.27813041376
78,4.65313041376
79,4.32489207726
80,4.51715580022
81,4.59530157396
82,3.77177216219
83,4.86855593585
84,1.58270022227
85,5
86,4.33270022227
87,5
88,3.58270022227
89,3.08270022227
90,3.9160335556
91,3.08270022227
92,1.60665117394
93,4.34405412712
94,3.86753705715
95,4.26753705715
96,3.48041378613
97,5
98,4.59681590253
99,5
100,1.30822541059
101,5
102,5
103,4.74380664327
104,5
105,3.41039420001
106,3.5484894381
107,4.5098297929
108,4.2984894381
109,2.84566880051
110,4.09204561211
111,4.40931830677
112,3.23235977725
113,2.17900213385
114,4.78438742395
115,4.13749198065
116,3.39077815807
117,5
118,5
119,4.22682243663
120,3.86587568382
121,3.86060636297
122,3.51182243663
123,3.015703083
124,3.14440871681
125,3.46839567944
126,1.76752165084
127,4.31037879369
128,3.38616695857
129,4.07661255993
130,3.6749843374
131,4.50085498417
132,3.77147260252
133,2.43818855685
134,5
135,3.92985421292
136,4.66906527371
137,3.8094161509
138,4.28546519922
139,2.73144151451
140,4.00049790112
141,2.82489912124
142,2.96311050336
143,2.72999411808
144,3.25762776826
145,4.32905633969
146,2.49605609842
147,2.82905633969
148,3.557192807
149,5
150,5
151,5
152,4.09153674657
153,2.2112809554
154,5
155,4.94245784514
156,2.53816378714
157,3.53816378714
158,5
159,3.87149712048
160,4.70263884061
161,5
162,5
163,3.87149712048
164,3.60244073387
165,4.60244073387
166,5
167,5
168,2.43376121214
169,4.61963440666
170,4.68756918927
171,4.53376121214
172,4.24861820187
173,4.29861820187
174,3.24861820187
175,5
176,4.53357401968
177,2.42596373963
178,1.42596373963
179,5
180,5
181,5
182,4.64781783558
183,3.81518109203
184,3.60244073387
185,1.20483045381
186,3.80244073387
187,5
188,2.81518109203
189,2.53816378714
190,4.47186960984
191,5
192,3.82967961104
193,5
194,3.57585278494
195,3.78492165537
196,1.4963462777
197,1.33037620082
198,3.91039420001
199,3.78621218683
200,2.0192261936
201,5
202,1.95299890722
203,1.01182243663
204,5
205,1.29989207726
206,2.09989207726
207,5
208,3.46379403109
209,4.98984307941
210,5
211,5
212,3.21294863278
213,3.81953632801
214,5
215,2.68090819154
216,2.68815871681
217,5
218,4.40455228325
219,3.90777162212
220,4.71715400378
221,4.43579931151
222,4.16967638403
223,3.74110495546
