test_id,rating
0,2.1730111057147172
1,1.1006046642467435
2,1
3,2.187686321996168
4,3.6476513465561293
5,2.826405482046799
6,1
7,1
8,2.9738373199679886
9,1.1848039710596106
10,1.3810078072208256
11,2.283382787415563
12,3.024468245086644
13,1.2788625654285468
14,2.649173854798848
15,2.2868707970472606
16,1
17,1
18,1
19,1
20,1.2905804884927603
21,1.4358941031351562
22,1.7826804585002278
23,1.8362039564819925
24,1
25,1.5795947307528966
26,1
27,1.1968665236341112
28,1
29,1.0660992002992764
30,1
31,1.6052930103575098
32,1.2117363264615038
33,1.081332829697985
34,1.5050044618030134
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,2.570924072433751
43,1
44,1
45,1.3399622107979798
46,1.381061510154396
47,1
48,1
49,1
50,1
51,1
52,2.7511575102484818
53,1.8617030311474188
54,1.9840428141321975
55,2.166162128079355
56,2.193586944367269
57,3.4561338104027657
58,2.237243538356365
59,1.9608023902792016
60,1
61,1
62,1
63,1
64,1
65,1.164648972294316
66,3.9459876059985617
67,2.0632774862066614
68,2.406110823154844
69,1
70,1.672509046572071
71,1.9466052447917384
72,1.6916586250293115
73,1.883798324028354
74,2.37646879781982
75,1
76,1
77,1
78,1
79,1.158277638294772
80,2.8341567811360298
81,2.593709072848915
82,2.91564810809438
83,1
84,1
85,1
86,2.0042120979591416
87,1
88,1
89,1
90,1
91,1
92,1
93,1.6580890202081016
94,1.1271769916710104
95,1
96,2.641215330133261
97,1.4133959906055318
98,3.164029127094991
99,1
100,1
101,1
102,1
103,3.5599371394434516
104,1.45809828576607
105,1
106,2.671783309433305
107,2.75911171027067
108,2.6803934970700682
109,1
110,1.9055951587226199
111,1.2516924144774113
112,3.257193820552512
113,1
114,1
115,1.790061630126588
116,1.0695625919605118
117,1
118,1
119,1.738996313483642
120,2.887350794154126
121,3.162552060503809
122,2.8588712584420004
123,2.2053844991887512
124,1.9613889678766616
125,2.4365601593522985
126,1
127,1.7099884655966417
128,3.037426941115068
129,3.119813846199082
130,2.0877690869452823
131,2.543984474427778
132,2.325110624622888
133,2.0591766357585857
134,1.184695734296393
135,1
136,4.067676530489015
137,1.0585408084504455
138,1.0696399683890951
139,1
140,1
141,1.450359678240109
142,2.6214584912897085
143,2.1981895269054648
144,4.048942035484516
145,1
146,2.912143348547185
147,2.125356494968286
148,2.627075599369422
149,1
150,1
151,1.4423573279982036
152,1
153,1
154,1
155,3.1916303593968447
156,1.8330266346241815
157,1
158,2.208025600313471
159,1.3624822150123015
160,3.47723421463946
161,2.055986613159123
162,1.2186560114664533
163,1
164,1
165,2.073921959555711
166,4.087426435788167
167,4.35101116518177
168,1.3258030978391802
169,5
170,4.522819526190483
171,1
172,1
173,1
174,1
175,3.5653960060365764
176,2.772902952256338
177,1
178,1
179,4.020218192035963
180,2.151092985962192
181,2.377590465337666
182,2.37119173167277
183,1
184,4.674104802057325
185,1
186,1
187,3.7826173811216135
188,1
189,1.3451129563603785
190,1
191,1.3063476203810576
192,1.3388217600104495
193,3.412328970103184
194,2.1971115469784133
195,2.345530681051561
196,1
197,1
198,2.0352007186060463
199,2.842781448583683
200,1
201,1
202,1.7590475137298904
203,1
204,1
205,1
206,1.1188671712469669
207,1
208,1.1546749895999036
209,1
210,1.7085358141455007
211,2.214277370203485
212,1.1149134432117405
213,2.3004674730603094
214,1
215,1
216,1.151918170446335
217,1.9637309572379564
218,2.4728183017743604
219,1.5313988930792675
220,1
221,2.3071006391442124
222,1.5407481021790055
223,1
224,1
225,1
226,1
227,2.3185117726951
228,1
229,2.938675822559687
230,1.1114234951582074
231,2.784098579916142
232,1
233,2.4253873889673288
234,3.8293592824014304
235,1
236,2.2301185221942745
237,3.819811006383267
238,2.8754020096505672
239,3.28832461085905
240,3.326326252431472
241,2.6587202922892934
242,1
243,1
244,3.062275084930376
245,4.032597167877756
246,1
247,2.5267062397522118
248,1.983992447574137
249,1.443565170024051
250,1
251,1.4695565917599729
252,1.1734416752672192
253,3.388908673674268
254,1.6758100203070585
255,1.3061754722290346
256,3.627283259242644
257,1
258,2.9330977385387227
259,1.3093883987688395
260,1.9028369566572154
261,4.643269859642558
262,1.1093768406375661
263,3.8596879757098432
264,2.5913207957906597
265,1
266,1.7273680520324253
267,1
268,1.5101410222209637
269,1.5917197888066816
270,1
271,1.196772739440921
272,2.2403079279533413
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1.2344258375340205
281,1
282,1
283,1
284,1
285,1.283243338962396
286,2.920178453501686
287,2.7221711070767594
288,1.6061144000073795
289,3.651356325194003
290,1
291,1.8469122363628352
292,1
293,1
294,3.6740441933424774
295,1
296,3.184579142227082
297,1.2402183063346441
298,1
299,2.2382115594913947
300,1.2383110708997553
301,1.2905808534156196
302,1
303,1.6682277476022391
304,1.5095624007997015
305,1.0389524560181502
306,1
307,1.4152403293159375
308,1
309,1
310,1
311,2.2570851967861163
312,1
313,2.572780528121228
314,1
315,1
316,2.9806611140904726
317,1
318,3.6365402104853644
319,4.350845263305983
320,3.9582445288952375
321,1.308785503941421
322,4.177162224152518
323,1.7111506685798548
324,3.272248429186531
325,1
326,1
327,1
328,1
329,1
330,3.0405227388920846
331,2.534464856918401
332,1
333,1
334,1
335,1.105642061815792
336,1
337,2.7579455656328884
338,1.9573941048193055
339,1
340,2.0180782555369916
341,1.1750915836957971
342,1.8041647632851767
343,1
344,2.8186234634039007
345,1.3561783971594021
346,2.228522634956546
347,1
348,1
349,1.9431428852711825
350,1
351,1.9875733939914484
352,1
353,1
354,2.0595582532914576
355,1.5034377300432122
356,1.1970431936062393
357,2.449965349599504
358,1
359,1.9024127249889262
360,4.2576487449729585
361,1.2189042406971924
362,1
363,3.7255052040558936
364,2.2233991968965507
365,3.0843475229375663
366,2.417300590145204
367,1
368,3.395334286023931
369,1
370,1
371,3.531770426323809
372,3.4892177155015984
373,1
374,1.0667470919350581
375,3.2770758892999376
376,1
377,1
378,2.115418323068505
379,1.2271954539231549
380,2.1655538101646163
381,1
382,1.2124748677091488
383,1.8667444475099388
384,1
385,1
386,2.3770474590331556
387,1
388,1
389,1
390,1
391,1
392,2.137961416026032
393,1
394,1
395,3.0894358075155477
396,1
397,1
398,1
399,1
400,3.8752765947115657
401,3.1471066039049047
402,2.9261603698422327
403,4.0823419539907215
404,3.321926208513928
405,1
406,1.0086312737679417
407,1
408,1.4689454147728824
409,1
410,2.7723152876351733
411,2.3044216380828257
412,3.9991405110684797
413,1
414,1
415,1
416,1.8260844708584036
417,1
418,1
419,1.1301365300718131
420,1
421,1
422,1
423,2.987028311334985
424,1
425,1
426,1
427,1
428,3.4899825802649604
429,1
430,1
431,2.2900975445880682
432,4.042083335570236
433,1
434,1.5054487349719552
435,1.6396263682613998
436,2.9061196896821904
437,1
438,2.6015056745547858
439,1
440,1
441,1.5428687432217123
442,1
443,1
444,1
445,1
446,1
447,1
448,1.1265951133998628
449,2.3574364644334755
450,1.2018141251281862
451,2.059085951630583
452,1.532125053479435
453,1
454,1
455,1
456,1.372375501067586
457,1
458,1
459,1
460,1
461,1.7668293879413983
462,1.1478826931849295
463,1
464,1
465,1
466,1
467,2.4398020860458134
468,1
469,1
470,1
471,1
472,2.6712203649842605
473,1.1069606257175748
474,2.3076038134158336
475,1.29745384315456
476,1.1597989331481293
477,1.7541497118939562
478,1
479,1
480,1
481,1
482,1
483,1
484,1.435984611081489
485,1.5015830877528864
486,2.400357836614905
487,1
488,1
489,1
490,1
491,1
492,1
493,1.0438764170257562
494,2.1955317549056557
495,1
496,1
497,1
498,1.3124773159458047
499,1
500,4.85766650710249
501,1.890054640261362
502,1
503,1.4085828403200842
504,1
505,1.009375034125971
506,1.062710627391495
507,2.8964079431815293
508,1.0357580174387637
509,1.1658013526167905
510,3.7720182107901112
511,1
512,1.2795070701877154
513,1
514,1
515,1
516,1.562635998958776
517,2.8555894496207075
518,2.675395257577142
519,1.5703629834194874
520,2.374125710493588
521,1.515857341005622
522,1
523,1
524,2.8503825741651374
525,1.7138656358979907
526,1
527,1
528,1
529,2.031253322452054
530,1.0740315294960419
531,1
532,1
533,1
534,1
535,1.113761951973488
536,1
537,1
538,1
539,1.065856272438361
540,1
541,3.6483228292678644
542,1.5572955173240648
543,3.472709760732238
544,3.2034750570902437
545,1
546,3.4495509599181995
547,1
548,2.555558731640292
549,1.9265577725477754
550,4.125594534313141
551,2.2501744540539734
552,1.1816642207356858
553,1.1492820271447242
554,1
555,1.9441568788478834
556,1.1344045403122573
557,4.957865750607855
558,1
559,1
560,1.466976748640253
561,1.2879144833613068
562,1.3093750255910606
563,1
564,3.242361825011065
565,1
566,1
567,1
568,1.7081050493116472
569,2.7654937002725064
570,1
571,1
572,1.6532465015470321
573,1
574,1.6206733562695383
575,2.460312904580133
576,1
577,1
578,1
579,3.3268063087029773
580,1.4866296239943846
581,1.6863395283526434
582,3.3033017732963197
583,2.4323906437041236
584,3.518426561998168
585,2.2505783755797286
586,1
587,1.9634205969814449
588,1.867529448389773
589,3.467661334302126
590,1.1453349622147293
591,2.8135988440231765
592,1.4572150200884484
593,1.5508785592666463
594,3.7495055364275367
595,1.0727826096698836
596,2.780721184219874
597,1
598,1
599,1
600,3.3602829300762207
601,2.6871634254803745
602,1.535810692006443
603,1
604,2.804216751571486
605,4.063555936710337
606,4.373809738191457
607,1
608,1.6501001301738665
609,2.2574966021889793
610,2.5972609548872825
611,2.654692752273071
612,2.510872670225064
613,1
614,1.7858872440020968
615,1.0583881398744057
616,1.7042043831152704
617,1.1942288250384334
618,1
619,2.1404918168266165
620,2.9395524155552684
621,2.6543127837673532
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1.1790027699612726
630,1.8823468529852785
631,1.2302029475348997
632,1
633,1
634,1
635,1
636,3.930122364262457
637,3.0786882480968982
638,1
639,1.1995351784764399
640,3.589729959826518
641,1
642,2.698695289332048
643,3.643075637461518
644,1
645,1
646,3.300176769278737
647,1
648,3.9886311262459833
649,4.08754842802765
650,2.7736529814794872
651,1
652,1.7200080041404442
653,1.8217078737586354
654,1.0810197448999006
655,1
656,1
657,1
658,1
659,1.0946097544863638
660,1.7864523993596895
661,3.147937305756318
662,3.488853931135334
663,1.1689916682449606
664,1
665,3.6940967928403543
666,2.8349112489545254
667,3.206642561401392
668,1
669,3.898085456931555
670,3.140194798100088
671,3.7326174912161774
672,1
673,3.885864410999406
674,3.9139027977955863
675,1.5023929169526538
676,1.9821878192546105
677,2.908768345673424
678,4.494617728244273
679,1.390323181248994
680,1.4963157921914276
681,1.0177900706987866
682,1.2161941244454013
683,1.4960471930704704
684,2.025965620321624
685,1
686,1
687,1.2945629536042684
688,1
689,1
690,1
691,1
692,3.1388378928778167
693,1.6838458801314533
694,2.3506710814349
695,2.128653416924256
696,3.2112991972609413
697,3.008923148234996
698,2.7390174880513545
699,3.204933916812113
700,1.7411575581656826
701,1.8077493065753742
702,3.2149715408615247
703,1.4414610900787606
704,3.704018184795454
705,1
706,2.043841143770618
707,1
708,1
709,1
710,1
711,1
712,1.9007711899547737
713,2.8182500852428496
714,2.245474419859835
715,2.7868799995414477
716,1.1883133549902836
717,3.209479094455273
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,3.2390671164271527
731,4.648652384088729
732,1.7132506328079373
733,1
734,1
735,1.3397931137668335
736,1.8803877307494519
737,1
738,1
739,1
740,2.599595289970698
741,1
742,2.001675536448503
743,1
744,1
745,1
746,1
747,1
748,1
749,2.775165319789954
750,1.4958214022342324
751,1.596728626948557
752,2.9621163039459297
753,2.3978468193090823
754,1
755,1.095689425097877
756,2.9463825717035435
757,3.1494642271180746
758,1
759,1.4418976446333116
760,1
761,1.9430735446602831
762,2.1766936090748983
763,4.175346287017366
764,1
765,2.42324133304
766,1
767,1
768,1
769,1
770,1.2930451185681013
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1.2074335697458882
779,1
780,3.0279277246605405
781,1
782,1
783,1
784,2.116187095961318
785,1
786,1.8308164226881183
787,1.0385542561698022
788,1
789,3.0432637928202206
790,2.8360516256577384
791,1
792,2.2763495856273597
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,3.144163906590483
801,1
802,3.0130028511554485
803,1
804,1
805,1
806,2.2625204954887597
807,1.4963963699292901
808,1.9583043534515485
809,2.285848347885736
810,3.3808523623385267
811,2.155510911478896
812,1
813,2.8626449144275448
814,1
815,1
816,1
817,1
818,1
819,3.101030684837321
820,1
821,2.4213043167130612
822,1.5741850730454
823,3.7840465534834427
824,3.5521001720398626
825,1.9694584505388266
826,2.6913917724383216
827,3.5785982242622754
828,2.0150284379220826
829,3.5730982250275334
830,3.252920202709022
831,2.1854211755184005
832,1.626521588710656
833,3.3368692394247184
834,1
835,1.002748308338391
836,2.62246186517448
837,2.8993297888409946
838,1
839,1.7141565458246308
840,1
841,1
842,1.7846076341975141
843,1
844,4.118815274223162
845,2.5741187232319196
846,1
847,1
848,1.220242860699901
849,1
850,2.573510853671552
851,1
852,3.1387927304136767
853,2.4810329330256895
854,1.0133106823741491
